Country,Region,Producer,Number_of_Bags,Country_Partner,Harvest_Year,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Moisture,Category_One_Defects,Quakers,Color,Category_Two_Defects,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Weight,Colors
peru,"penachi, cecanor",cecanor,1,specialty coffee association,others,7.67,7.83,7.75,7.75,7.92,7.83,10,10,10,7.92,84.67,0,0,0,others,3,others,others,others,60,bluish-green
ethiopia,sidamo,sidama coffee farmers coop. union,300,ethiopia commodity exchange,2009,7.42,7.75,7.75,8,8,7.92,10,10,10,7.83,84.67,0.2,0,0,others,3,1500,2000,1750,6,bluish-green
kenya,nyeri,jungle estate,66,kenya coffee traders association,others,7.92,7.75,7.83,7.75,7.58,7.92,10,10,10,7.83,84.58,0.11,0,0,bluish-green,5,1754,1754,1754,60,bluish-green
colombia,santander,others,250,almacafé,2016,7.83,7.67,7.58,7.92,7.67,7.83,10,10,10,8.08,84.58,0,0,0,bluish-green,4,1500,1500,1500,70,bluish-green
colombia,huila,la plata,125,almacafé,2016,7.92,7.83,7.58,8,7.83,7.67,10,10,10,7.75,84.58,0,0,1,green,5,others,others,others,70,green
kenya,nyeri,blend,100,kenya coffee traders association,2013,7.83,7.83,7.83,7.75,7.58,7.83,10,10,10,7.92,84.58,0.1,0,0,bluish-green,2,1800,1800,1800,60,bluish-green
guatemala,jalapa,roberto monterroso,250,asociacion nacional del café,2014,7.75,7.83,7.67,7.92,7.75,7.83,10,10,10,7.83,84.58,0.11,0,0,green,1,1524,1524,1524,69,green
guatemala,oriente,amilcar lapola,250,asociacion nacional del café,2014,8,7.92,7.67,7.58,7.58,7.67,10,10,10,8.17,84.58,0.09,0,0,green,0,1219.2,1219.2,1219.2,69,green
colombia,santander,others,250,almacafé,2013,7.67,7.67,7.58,7.75,7.58,8.5,10,10,10,7.83,84.58,0,0,0,others,0,1550,1550,1550,70,bluish-green
colombia,huila,la plata,75,almacafé,2013,7.75,7.75,7.83,7.75,7.58,8,10,10,10,7.92,84.58,0,0,0,others,5,1600,1900,1750,70,bluish-green
kenya,others,changeru wet mill,11,kenya coffee traders association,2013,7.75,7.75,7.75,8.08,7.75,7.75,10,10,10,7.75,84.58,0,0,0,green,0,others,others,others,660,green
colombia,huila,others,250,almacafé,2012,7.67,7.83,7.83,8,7.58,7.92,10,10,10,7.75,84.58,0,0,0,green,2,1750,1750,1750,70,green
costa rica,tres rios,others,1,specialty coffee association,2012,7.75,7.83,7.75,8,7.83,7.67,10,10,10,7.75,84.58,0.12,0,0,bluish-green,2,1450,1700,1575,1,bluish-green
colombia,huila,varios,250,almacafé,2012,7.42,7.67,7.75,7.75,8.08,7.83,10,10,10,8.08,84.58,0.11,0,0,green,6,1800,1800,1800,70,green
brazil,vale da grama,homero texeira de macedo junior,37,nucoffee,2011,8,8,7.75,7.75,7.58,7.75,10,10,10,7.75,84.58,0.12,0,0,green,2,1300,1300,1300,60,green
brazil,mountains of minas gerais,geraldo paixão,35,nucoffee,2011,8.5,8,7.5,7.75,7.5,7.83,10,10,10,7.5,84.58,0.11,0,0,bluish-green,1,1100,1100,1100,60,bluish-green
costa rica,valle central,various,275,specialty coffee association of costa rica,2017,7.92,7.67,7.92,7.75,7.67,7.58,10,10,10,8,84.5,0.1,0,0,bluish-green,2,1200,1200,1200,18975,bluish-green
uganda,eastern uganda,kawacom uganda ltd,200,uganda coffee development authority,2016,7.92,7.75,7.67,7.75,7.83,7.75,10,10,10,7.83,84.5,0.11,0,0,green,1,1750,1750,1750,12000,green
china,yunnan,menglian ban’an coffee processing factory,3,yunnan coffee exchange,2015,7.75,7.92,7.67,7.83,7.75,7.67,10,10,10,7.92,84.5,0.1,0,0,green,1,1680,1680,1680,60,green
costa rica,tarrazu,coopetarrazú,250,specialty coffee association of costa rica,2014,7.92,7.83,7.83,7.83,7.58,7.58,10,10,10,7.92,84.5,0.11,0,0,green,0,1700,1700,1700,1,green
colombia,cauca,others,275,almacafé,2015,8.08,7.67,7.83,7.83,7.67,7.67,10,10,10,7.75,84.5,0.12,1,0,green,0,1800,1800,1800,2,green
china,yunnan,"puer jiangcheng fuwang coffee biotechnology co., ltd",1,specialty coffee association,2013,7.67,8,7.75,7.83,7.75,7.58,10,10,10,7.92,84.5,0,0,0,green,2,1100,1100,1100,2,green
guatemala,oriente,luis rodriguez,250,asociacion nacional del café,2013,8.17,7.83,7.67,7.83,7.67,7.83,10,10,10,7.5,84.5,0.11,0,0,green,2,1310.64,1310.64,1310.64,69,green
kenya,nyeri,others,235,specialty coffee institute of asia,2012,7.92,7.83,7.67,8,7.67,7.75,10,10,10,7.67,84.5,0.11,0,0,bluish-green,0,2000,2000,2000,60,bluish-green
mexico,hustusco,maria imelda uscanga martinez,56,amecafe,2012,8,7.92,7.42,8.08,7.5,7.67,10,10,10,7.92,84.5,0.12,0,0,green,0,1350,1350,1350,1,green
mexico,jaltenango,santiago jose arguello campos,250,amecafe,2012,7.92,7.83,7.75,7.75,7.75,7.83,10,10,10,7.67,84.5,0.11,0,0,others,4,1500,1500,1500,1,bluish-green
guatemala,"el tumbador, san marcos","agricola nueva granada, s.a",250,asociacion nacional del café,2012,7.67,8,7.67,8,7.5,7.83,10,10,10,7.83,84.5,0.11,0,0,green,2,others,others,others,69,green
brazil,mmm,mmm,27,nucoffee,others,7.81,7.81,7.88,7.75,7.38,8.25,9.5,10,10,8.13,84.5,0,0,0,others,4,others,others,others,60,bluish-green
brazil,test,others,320,nucoffee,others,8.17,7.67,7.75,7.75,7.67,7.75,10,10,10,7.75,84.5,0,2,0,others,0,others,others,others,60,bluish-green
costa rica,tarrazu,beneficio san diego,275,specialty coffee association of costa rica,2016,7.58,7.83,7.83,8,7.67,7.58,10,10,10,7.92,84.42,0.1,0,0,bluish-green,3,1300,1300,1300,69,bluish-green
indonesia,sumatra brastagi,surbakti,200,specialty coffee association,2017,7.67,7.67,7.83,7.58,7.83,7.83,10,10,10,8,84.42,0,0,0,bluish-green,3,1400,1400,1400,30,bluish-green
colombia,pitalito,franklin dussan,304,almacafé,2015,7.92,7.83,7.75,7.67,7.92,7.67,10,10,10,7.67,84.42,0,0,0,green,1,others,others,others,35,green
colombia,huila,la plata,275,almacafé,2014,7.92,7.75,7.67,7.92,7.67,7.75,10,10,10,7.75,84.42,0,0,0,green,3,1600,1950,1775,70,green
taiwan,"mountain ali, taiwan",kao ming lee,2,specialty coffee association,2012,7.83,7.83,7.75,8,7.5,7.75,10,10,10,7.75,84.42,0.11,0,0,bluish-green,0,1200,1200,1200,2,bluish-green
united states (hawaii),kona,others,5,specialty coffee association,2012,7.92,7.92,7.5,7.83,7.5,7.92,10,10,10,7.83,84.42,0.11,0,0,bluish-green,1,others,others,others,100,bluish-green
mexico,tapachula,maria amalia guadalupe toriello elorza,69,amecafe,2012,7.75,7.92,7.75,7.67,7.83,7.67,10,10,10,7.83,84.42,0.12,2,0,others,4,900,900,900,1,bluish-green
ethiopia,limu,"contact name | egziabhez mezgebe, gmt industrial plc",360,ethiopia commodity exchange,2009,7.5,7.75,7.83,7.92,7.92,7.75,10,10,10,7.75,84.42,0.2,0,0,others,2,others,others,others,6,bluish-green
kenya,nyeri,mutheka,150,kenya coffee traders association,2017,7.33,7.58,7.83,7.75,7.75,7.92,10,10,10,8.17,84.33,0.11,0,0,green,4,1800,1800,1800,60,green
honduras,comayagua,nahun maldonado,275,instituto hondureño del café,2016,7.92,8,7.75,7.67,7.67,7.75,10,10,10,7.58,84.33,0.1,0,0,green,3,1500,1500,1500,66,green
colombia,huila,others,275,almacafé,2016,7.58,7.75,7.5,7.83,7.67,8.5,10,10,10,7.5,84.33,0,0,3,green,5,others,others,others,70,green
honduras,central region,reinerio zepeda,275,instituto hondureño del café,2016,7.58,7.92,7.58,7.75,7.92,7.75,10,10,10,7.83,84.33,0.11,0,1,green,2,1500,1500,1500,69,green
colombia,la plata,others,275,almacafé,2016,7.67,7.67,7.75,7.83,7.75,7.83,10,10,10,7.83,84.33,0,0,2,others,4,others,others,others,70,bluish-green
colombia,huila,franklin dussan / andres rodriguez/hipolito torres,250,almacafé,2015,7.75,7.67,8,7.67,8.08,7.83,10,10,10,7.33,84.33,0.11,6,0,green,0,442,442,442,70,green
colombia,huila,others,275,almacafé,2013,7.75,7.58,7.33,7.83,7.58,8.08,10,10,10,8.17,84.33,0,0,0,green,0,1800,1800,1800,70,green
mexico,tuxtla gutierrez,victor hugo melchor cordova,100,amecafe,2012,8,7.75,7.75,7.83,7.5,7.67,10,10,10,7.83,84.33,0.12,0,0,bluish-green,1,1700,1700,1700,80,bluish-green
brazil,vale da grama,lucia maria da silva dias,75,nucoffee,2011,8.17,8,7.5,7.75,7.5,7.67,10,10,10,7.75,84.33,0,0,0,others,4,1200,1350,1275,60,bluish-green
brazil,south of minas,antônio pelucio,80,nucoffee,2011,8,8,7.5,7.5,7.67,7.75,10,10,10,7.92,84.33,0.02,0,0,others,2,900,1200,1050,60,bluish-green
ethiopia,limu,oromia coffee farmers cooperative union,1,specialty coffee association,others,7.75,7.75,7.92,7.75,7.5,7.92,10,10,10,7.75,84.33,0,0,0,others,1,1097.28,1889.76,1493.52,132,bluish-green
guatemala,nuevo oriente,miguel hernandez,250,specialty coffee association,2010,7.5,7.67,7.75,7.67,7.92,7.92,10,10,10,7.92,84.33,0.04,1,0,others,1,1341.12,1432.56,1386.84,1,bluish-green
taiwan,國姓鄉 guoshing township,黃美桃 huang mei tao,10,specialty coffee association,2016,7.92,7.75,7.75,7.67,7.67,7.83,10,10,10,7.67,84.25,0.12,0,0,bluish-green,0,1000,1000,1000,5,bluish-green
thailand,chiang rai thailand,matsuzawa coffee,20,specialty coffee institute of asia,2015,7.83,7.75,7.75,7.42,7.83,7.67,10,10,10,8,84.25,0.12,0,0,green,0,1200,1200,1200,25,green
colombia,nariño,jose albeiro gomez,275,almacafé,2016,7.83,7.58,7.75,7.58,7.67,8,10,10,10,7.83,84.25,0.11,0,0,green,2,2560,2560,2560,70,green
guatemala,antigua,finca medina,230,asociacion nacional del café,2016,7.75,7.75,7.58,7.92,7.75,7.75,10,10,10,7.75,84.25,0.11,0,4,green,4,1500,1500,1500,69,green
guatemala,huehuetenango,horacio cifuentes martinez,275,asociacion nacional del café,2015,7.75,7.92,7.5,8.08,7.58,7.67,10,10,10,7.75,84.25,0.1,0,0,green,1,1099.4136,1099.4136,1099.4136,69,green
china,yunnan,menglian county nayun town mangzhang coffee farm,3,yunnan coffee exchange,2015,7.83,7.83,7.58,7.75,7.75,7.75,10,10,10,7.75,84.25,0.1,0,0,green,1,1400,1400,1400,60,green
colombia,huila,la plata,275,almacafé,2015,7.67,7.67,7.75,7.75,7.67,7.92,10,10,10,7.83,84.25,0.11,0,0,green,3,1600,1950,1775,70,green
colombia,huila,la plata,248,almacafé,2015,7.83,7.67,7.75,7.58,7.92,7.75,10,10,10,7.75,84.25,0.12,4,0,green,2,1600,1950,1775,70,green
colombia,cauca,others,275,almacafé,2015,7.83,7.75,7.83,7.58,7.67,7.75,10,10,10,7.83,84.25,0.12,0,0,green,0,1800,1800,1800,2,green
colombia,huila,franklin dussan/andres rodriguez/hipolito torres,250,almacafé,2015,7.42,7.67,7.83,7.75,7.92,7.83,10,10,10,7.83,84.25,0.12,3,0,green,0,442,442,442,70,green
"tanzania, united republic of",shizingo village,tembo coffee company ltd,10,africa fine coffee association,2014,7.83,7.67,7.75,7.83,7.67,7.67,10,10,10,7.83,84.25,0.12,0,0,green,7,1620,1620,1620,60,green
"tanzania, united republic of",mbeya,taylor winch (t) ltd,65,africa fine coffee association,2014,7.83,7.75,7.75,7.75,7.67,7.75,10,10,10,7.75,84.25,0.12,0,0,green,2,1600,1600,1600,60,green
guatemala,oriente,amilcar lapola,250,asociacion nacional del café,2014,7.83,7.83,7.5,7.92,7.58,7.75,10,10,10,7.83,84.25,0.1,0,0,green,1,1219.2,1219.2,1219.2,69,green
colombia,cauca,others,250,almacafé,2013,7.58,7.5,7.75,7.83,7.92,7.83,10,10,10,7.83,84.25,0.11,0,0,green,2,1700,1700,1700,70,green
united states (hawaii),kona,others,7,specialty coffee association,2012,7.33,7.92,7.92,7.92,7.92,8.08,10,10,9.33,7.83,84.25,0.11,1,0,bluish-green,1,others,others,others,100,bluish-green
mexico,san pedro cotzilnam,jesus salazar velasco,10,amecafe,2012,7.83,7.92,7.67,7.83,7.5,7.75,10,10,10,7.75,84.25,0.12,0,0,green,1,1450,1450,1450,1,green
mexico,veracruz,manuel herrera juarez,20,amecafe,2012,7.83,7.83,7.75,7.67,7.83,7.58,10,10,10,7.75,84.25,0.12,0,0,green,0,1170,1170,1170,1,green
mexico,"la concordia, chiapas",ernst pohlenz aguilar,250,amecafe,2012,7.83,7.92,7.67,7.75,7.5,7.75,10,10,10,7.83,84.25,0.1,0,0,bluish-green,4,1400,1400,1400,1,bluish-green
uganda,kasese,others,1,africa fine coffee association,2012,8.17,7.75,7.58,7.67,7.83,7.58,10,10,10,7.67,84.25,0.13,4,0,green,29,1700,1700,1700,60,green
guatemala,san marcos,jorge leal,50,asociacion nacional del café,2017,7.75,7.83,7.58,7.83,7.67,7.75,10,10,10,7.75,84.17,0.13,0,0,green,1,1700,1700,1700,69,green
colombia,huila,la plata,250,almacafé,2016,7.83,7.75,7.58,7.67,7.75,7.83,10,10,10,7.75,84.17,0,0,0,green,2,others,others,others,70,green
costa rica,tarrazu,los angeles micro-mill (ricardo calderón),150,specialty coffee association of costa rica,2016,7.92,7.75,7.67,7.67,7.5,7.67,10,10,10,8,84.17,0.09,0,0,bluish-green,2,1700,1700,1700,69,bluish-green
guatemala,huehuetenango,dary colman alvarado villatoro,275,asociacion nacional del café,2016,7.75,7.75,7.58,8,7.67,7.83,10,10,10,7.58,84.17,0.11,0,0,green,6,1116.7872,1116.7872,1116.7872,69,green
guatemala,solola,fernando fahsen,377,asociacion nacional del café,2016,7.75,7.92,7.58,7.92,7.67,7.67,10,10,10,7.67,84.17,0.1,0,1,green,10,1565,1565,1565,69,green
guatemala,norte,chapultepec,130,asociacion nacional del café,2016,7.58,7.83,7.58,7.83,7.83,7.67,10,10,10,7.83,84.17,0.1,0,0,green,2,3280,3280,3280,69,green
colombia,huila,la plata,275,almacafé,2015,8,7.5,7.5,7.67,8,7.83,10,10,10,7.67,84.17,0,0,0,bluish-green,0,1600,1950,1775,70,bluish-green
nicaragua,jinotega,cooperativa el gorrion rl,275,specialty coffee association of costa rica,2015,7.67,7.83,7.83,7.5,7.67,7.83,10,10,10,7.83,84.17,0.12,0,0,bluish-green,0,900,1100,1000,2,bluish-green
brazil,cerrado,mauro galheri,305,brazil specialty coffee association,2015,7.67,7.75,7.75,7.67,7.83,7.75,10,10,10,7.75,84.17,0,0,0,others,16,1150,1150,1150,59,bluish-green
costa rica,tarrazu,martin gutierrez,320,specialty coffee ass,2014,7.67,7.75,7.67,7.75,7.5,8,10,10,10,7.83,84.17,0,0,0,bluish-green,0,1850,1850,1850,69,bluish-green
ethiopia,snnprg; kafa; telo woreda; shada kebele,tariku oljira,320,metad agricultural development plc,2014,7.5,7.92,7.58,7.83,7.75,7.83,10,10,10,7.75,84.17,0.1,0,0,green,5,1545,1668,1606.5,60,green
"tanzania, united republic of",arusha,selian coffee estate,10,africa fine coffee association,2014,7.92,7.75,7.75,7.75,7.75,7.58,10,10,10,7.67,84.17,0.13,0,0,green,0,1400,1400,1400,60,green
colombia,huila,others,250,almacafé,2014,7.67,7.5,7.67,7.42,7.83,8.58,10,10,10,7.5,84.17,0.12,0,0,green,4,1530,1530,1530,1,green
guatemala,others,others,275,specialty coffee association,2013,7.67,7.75,7.67,7.75,7.75,7.75,10,10,10,7.83,84.17,0.11,0,0,bluish-green,0,others,others,others,5,bluish-green
kenya,kenya,others,300,kenya coffee traders association,2013,7.58,7.75,7.75,7.75,7.75,7.83,10,10,10,7.75,84.17,0.08,0,0,green,0,1,500,250.5,18000,green
brazil,"minas gerais, br",café do paraíso,1,specialty coffee association,2012,7.58,7.83,7.75,7.67,7.67,8,10,10,10,7.67,84.17,0.11,0,0,green,3,894,1183,1038.5,2,green
guatemala,oriente,"agricola monte verde, s.a.",250,asociacion nacional del café,2013,7.92,7.75,7.67,7.67,7.83,7.92,10,10,10,7.42,84.17,0.11,0,0,green,4,1310.64,1310.64,1310.64,69,green
el salvador,apaneca,aida batlle,275,specialty coffee association,2013,8.42,8.08,7.5,7.17,7.58,8.17,9.33,10,10,7.92,84.17,0.11,0,0,bluish-green,2,1500,1500,1500,2,bluish-green
colombia,huila,others,250,almacafé,2012,7.75,7.75,7.75,7.75,7.83,7.75,10,10,10,7.58,84.17,0,0,0,green,2,1750,1750,1750,70,green
guatemala,guatemala,william estuardo martinez pacheco,275,asociacion nacional del café,2012,7.83,7.5,7.5,8,7.83,7.83,10,10,10,7.67,84.17,0.11,0,0,bluish-green,2,others,others,others,1,bluish-green
uganda,mt. rwenzori,others,320,africa fine coffee association,2012,7.83,7.75,7.5,7.83,7.83,7.75,10,10,10,7.67,84.17,0.11,0,0,green,1,1500,1700,1600,60,green
indonesia,aceh tengah,anton gayo,2,specialty coffee association of indonesia,2017,7.81,7.88,7.56,7.75,7.63,7.75,10,10,10,7.75,84.13,0.12,0,0,bluish-green,0,others,others,others,2,bluish-green
colombia,huila,franklin dussan / hipolito torres,275,almacafé,2017,7.83,7.5,7.42,7.5,7.83,8.5,10,10,10,7.5,84.08,0,1,3,green,3,442,442,442,70,green
taiwan,"nanxi dist., tainan city 臺南市楠西區",chang yu liang 張玉良,10,specialty coffee association,2016,7.58,7.67,7.67,7.67,7.75,7.83,10,10,10,7.92,84.08,0.1,0,0,bluish-green,4,968,968,968,20,bluish-green
guatemala,oriente,margarita avila de nuyens,50,asociacion nacional del café,2016,8,7.75,7.5,7.58,7.92,7.67,10,10,10,7.67,84.08,0.1,0,0,green,4,others,others,others,69,green
colombia,huila,la plata,200,almacafé,2014,7.92,7.75,7.67,7.75,7.67,7.67,10,10,10,7.67,84.08,0,0,0,others,2,1600,1950,1775,70,bluish-green
guatemala,"aldea xeucalvitz, ixil region, quiche department",asociacion de productores de cafe de la region ixil,1,specialty coffee association,2014,7.58,7.75,7.67,8,7.75,7.67,10,10,10,7.67,84.08,0.1,0,0,bluish-green,10,1550,1550,1550,2,bluish-green
united states (hawaii),kona,others,14,specialty coffee association,2012,7.83,7.75,7.83,7.83,7.42,8.08,9.33,10,10,8,84.08,0.11,1,0,green,9,others,others,others,100,green
mexico,santo domingo cacalotepec,andres martinez leon,300,amecafe,2012,7.67,7.75,7.67,7.75,7.67,7.75,10,10,10,7.83,84.08,0.11,1,0,green,10,1480,1480,1480,1,green
ethiopia,"ethiopia, sidamo",others,100,specialty coffee association,2012,7.92,7.92,7.83,8,7.92,7.92,10,10,8.67,7.92,84.08,0.09,0,0,others,15,1800,1800,1800,60,bluish-green
costa rica,others,others,275,specialty coffee association,2017,7.58,7.75,7.67,7.75,7.83,7.75,10,10,10,7.67,84,0.08,1,2,others,13,others,others,others,150,bluish-green
ethiopia,sidamo,kerchanshe trading p.l.c,320,uganda coffee development authority,2017,7.83,7.75,7.67,7.75,7.33,7.75,10,10,10,7.92,84,0.11,3,11,green,1,1800,1800,1800,60,green
honduras,comayagua,nahun maldonado,275,instituto hondureño del café,2017,7.42,7.83,7.75,7.92,7.75,7.58,10,10,10,7.75,84,0.1,0,0,green,5,1500,1500,1500,66,green
guatemala,huehuetenango,otoniel villatoro lopez,275,asociacion nacional del café,2015,7.67,7.83,7.58,7.92,7.75,7.67,10,10,10,7.58,84,0.12,0,0,green,7,1658.112,1755.648,1706.88,69,green
colombia,huila,others,250,almacafé,2014,7.67,7.67,7.83,7.58,7.58,7.83,10,10,10,7.83,84,0.11,2,0,green,7,1600,1600,1600,1,green
guatemala,oriente,amilcar lapola,250,asociacion nacional del café,2014,7.92,7.67,7.42,7.92,7.75,7.83,10,10,10,7.5,84,0.1,0,0,green,1,1219.2,1219.2,1219.2,69,green
guatemala,oriente,amilcar lapola,250,asociacion nacional del café,2014,7.75,7.83,7.5,7.83,7.58,7.67,10,10,10,7.83,84,0.1,0,0,green,0,1219.2,1219.2,1219.2,69,green
colombia,huila,others,250,almacafé,2014,7.67,7.75,7.67,7.67,7.67,7.75,10,10,10,7.83,84,0.12,0,0,green,0,1480,1480,1480,1,green
colombia,santander,others,250,almacafé,2014,7.58,7.42,7.75,7.92,7.75,7.92,10,10,10,7.67,84,0.12,0,0,green,0,1450,1450,1450,70,green
colombia,huila,la plata,138,almacafé,2014,7.67,7.67,7.5,7.5,7.67,7.67,10,10,10,8.33,84,0.12,0,0,green,3,1600,1950,1775,70,green
ethiopia,sidamo,others,50,specialty coffee association,2013,7.75,7.75,7.5,7.58,7.67,7.92,10,10,10,7.83,84,0.09,4,0,green,40,1550,1550,1550,60,green
brazil,south of minas,ipanema coffees,320,specialty coffee association,2013,7.58,7.83,7.67,7.25,8,7.75,10,10,10,7.92,84,0.1,0,0,green,0,1260,1260,1260,60,green
colombia,cauca,others,270,almacafé,2013,7.67,7.83,7.67,7.75,7.67,7.75,10,10,10,7.67,84,0.11,0,0,green,1,1700,1700,1700,70,green
kenya,blend,blend of various producers,300,kenya coffee traders association,2012,7.67,7.83,7.5,7.75,7.92,7.67,10,10,10,7.67,84,0,0,0,green,2,1200,1200,1200,60,green
thailand,thailand,doi tung development project,2,specialty coffee association,2012,7.92,8.17,8.17,8.42,8.08,8.17,8.67,8.67,9.33,8.42,84,0.12,0,0,green,0,others,others,others,1,green
kenya,central kenya,-,150,kenya coffee traders association,2012,7.67,7.75,7.67,7.75,7.83,7.67,10,10,10,7.67,84,0,0,0,bluish-green,0,1650,1650,1650,9000,bluish-green
uganda,kasese,others,320,africa fine coffee association,2012,7.92,7.75,7.58,7.67,7.67,7.83,10,10,10,7.58,84,0.1,10,0,green,26,1700,1700,1700,60,green
thailand,others,others,1,specialty coffee association,2011,7.58,7.75,7.58,7.75,7.58,7.75,10,10,10,8,84,0.06,0,0,others,0,others,others,others,60,bluish-green
brazil,south of minas,ipanema agricola s.a,320,brazil specialty coffee association,2017,7.5,7.75,7.58,7.5,7.58,7.5,10,10,10,8.5,83.92,0,0,0,green,3,890,890,890,60,green
mexico,veracruz,cafes tomari sa de cv,200,centro agroecológico del café a.c.,2017,7.83,7.83,7.58,7.92,7.42,7.5,10,10,10,7.83,83.92,0.11,0,0,green,5,1300,1300,1300,69,green
thailand,chiangrai,"phatang, saveg",45,specialty coffee association,2015,7.67,7.75,7.5,7.67,7.67,7.83,10,10,10,7.83,83.92,0.1,0,0,bluish-green,1,1350,1350,1350,40,bluish-green
brazil,south of minas,ipanema agricola,320,brazil specialty coffee association,2016,7.58,7.67,7.67,7.75,7.58,7.83,10,10,10,7.83,83.92,0.11,0,2,green,7,934,934,934,60,green
taiwan,"leye, alishan township, chiayi county 嘉義阿里山樂野村","fang,zheng-lun 方政倫",20,specialty coffee association,2015,7.83,7.75,7.83,7.75,7.83,7.75,9.33,10,10,7.83,83.92,0.11,0,0,green,3,1200,1200,1200,50,green
colombia,huila,franklin dussan / hipolito torres,250,almacafé,2016,7.75,7.67,7.5,7.75,7.83,7.75,10,10,10,7.67,83.92,0.11,1,0,green,2,442,442,442,70,green
colombia,la plata,others,226,almacafé,2016,7.75,7.58,7.5,7.83,7.75,7.92,10,10,10,7.58,83.92,0,1,3,others,5,others,others,others,70,bluish-green
taiwan,台灣,yang teng ko楊登嵙,1,blossom valley international,2014,7.75,7.75,7.58,7.75,7.75,7.67,10,10,10,7.67,83.92,0,0,0,bluish-green,0,others,others,others,2,bluish-green
